Gene,NSC_GFP,Neu_GFP
Nadk,Euchromatin,Unknown
Nadk2,Unknown,Unknown
Nadsyn1,Euchromatin,Unknown
Naf1,Heterochromatin,Heterochromatin
Naglu,Euchromatin,Euchromatin
Nalcn,Heterochromatin,Heterochromatin
Nalf1,Unknown,Unknown
Nampt,Unknown,Unknown
Nap1l1,Unknown,Unknown
Nap1l4,Euchromatin,Unknown
Napa,Euchromatin,Unknown
Naprt,Euchromatin,Euchromatin
Narf,Euchromatin,Unknown
Nars1,Unknown,Unknown
Nars2,Unknown,Unknown
Nasp,Unknown,Unknown
Nat10,Unknown,Unknown
Nav2,Euchromatin,Unknown
Nav3,Unknown,Unknown
Naxd,Euchromatin,Unknown
Naxe,Euchromatin,Euchromatin
Nbea,Heterochromatin,Unknown
Nbeal1,Unknown,Unknown
Nbeal2,Euchromatin,Euchromatin
Ncapg,Unknown,Heterochromatin
Nckap5,Unknown,Unknown
Ncl,Euchromatin,Unknown
Ncln,Euchromatin,Euchromatin
Ncoa4,Unknown,Unknown
Ncoa5,Unknown,Unknown
Ndc80,Unknown,Unknown
Ndel1,Unknown,Euchromatin
Ndrg1,Euchromatin,Unknown
Ndrg2,Euchromatin,Euchromatin
Ndst1,Euchromatin,Euchromatin
Ndufa10,Unknown,Unknown
Ndufa12,Unknown,Unknown
Ndufa2,Euchromatin,Unknown
Ndufa4l2,Euchromatin,Euchromatin
Ndufa5,Unknown,Unknown
Ndufa6,Unknown,Unknown
Ndufa8,Euchromatin,Unknown
Ndufaf3,Euchromatin,Euchromatin
Ndufaf4,Unknown,Unknown
Ndufaf6,Unknown,Unknown
Ndufaf8,Euchromatin,Euchromatin
Ndufb10,Euchromatin,Euchromatin
Ndufb4,Unknown,Unknown
Ndufb5,Unknown,Unknown
Ndufb7,Euchromatin,Unknown
Ndufc1,Unknown,Unknown
Ndufc2,Euchromatin,Unknown
Ndufs1,Unknown,Unknown
Ndufs5,Euchromatin,Euchromatin
Ndufs7,Euchromatin,Euchromatin
Ndufv1,Euchromatin,Euchromatin
Neat1,Euchromatin,Euchromatin
Necab2,Euchromatin,Euchromatin
Necap1,Unknown,Unknown
Nectin2,Euchromatin,Euchromatin
Nedd1,Unknown,Unknown
Nedd4,Unknown,Unknown
Nefl,Unknown,Unknown
Negr1,Heterochromatin,Heterochromatin
Nek11,Unknown,Unknown
Nek3,Unknown,Unknown
Nek6,Euchromatin,Unknown
Nek8,Euchromatin,Euchromatin
Nelfa,Unknown,Unknown
Nelfb,Euchromatin,Euchromatin
Nelfcd,Euchromatin,Euchromatin
Nemp1,Euchromatin,Euchromatin
Neo1,Heterochromatin,Unknown
Nes,Euchromatin,Unknown
Neu1,Euchromatin,Euchromatin
Neu2,Euchromatin,Unknown
Neu3,Unknown,Unknown
Neurl4,Euchromatin,Euchromatin
Neurod1,Unknown,Unknown
Neurog1,Euchromatin,Unknown
Nf1,Unknown,Euchromatin
Nf2,Euchromatin,Euchromatin
Nfat5,Unknown,Unknown
Nfatc1,Euchromatin,Unknown
Nfatc2,Euchromatin,Euchromatin
Nfe2l1,Euchromatin,Euchromatin
Nfe2l2,Unknown,Unknown
Nfia,Unknown,Unknown
Nfil3,Euchromatin,Unknown
Nfxl1,Unknown,Unknown
Nfyb,Unknown,Unknown
Ngdn,Euchromatin,Unknown
Nherf1,Unknown,Unknown
Nherf2,Unknown,Unknown
Nhlrc3,Unknown,Unknown
Nif3l1,Unknown,Unknown
Nim1k,Unknown,Unknown
Ninj1,Euchromatin,Unknown
Nip7,Euchromatin,Euchromatin
Nipal3,Euchromatin,Euchromatin
Nipsnap3b,Unknown,Unknown
Nisch,Euchromatin,Euchromatin
Nkapd1,Unknown,Unknown
Nktr,Unknown,Unknown
Nlk,Unknown,Unknown
Nme7,Unknown,Unknown
Nmnat3,Unknown,Unknown
Nmt2,Unknown,Unknown
Noct,Euchromatin,Unknown
Nodal,Euchromatin,Euchromatin
Nol4l,Euchromatin,Euchromatin
Nolc1,Euchromatin,Euchromatin
Nono,Unknown,Unknown
Nop53,Euchromatin,Euchromatin
Nop56,Unknown,Unknown
Notch1,Euchromatin,Unknown
Npas3,Unknown,Unknown
Npas4,Euchromatin,Euchromatin
Npc2,Euchromatin,Unknown
Npepl1,Euchromatin,Unknown
Nphp3,Unknown,Unknown
Npm1,Unknown,Unknown
Npr3,Unknown,Euchromatin
Nptn,Unknown,Unknown
Nr1d1,Euchromatin,Unknown
Nr1d2,Unknown,Unknown
Nr2c2ap,Euchromatin,Euchromatin
Nr3c1,Unknown,Heterochromatin
Nr3c2,Unknown,Unknown
Nr4a2,Unknown,Unknown
Nr4a3,Unknown,Unknown
Nr6a1,Unknown,Unknown
Nras,Unknown,Unknown
Nrbp1,Unknown,Unknown
Nrdc,Unknown,Unknown
Nrep,Unknown,Unknown
Nrg1,Unknown,Unknown
Nrg4,Unknown,Unknown
Nrros,Unknown,Euchromatin
Nrxn2,Euchromatin,Unknown
Nsmce1,Euchromatin,Unknown
Nsmce3,Unknown,Unknown
Nsmce4a,Unknown,Unknown
Nsun2,Euchromatin,Unknown
Nsun3,Unknown,Unknown
Nsun4,Unknown,Unknown
Nsun5,Euchromatin,Euchromatin
Nt5c3b,Euchromatin,Euchromatin
Nt5dc2,Euchromatin,Unknown
Nt5dc3,Unknown,Unknown
Nt5m,Euchromatin,Unknown
Ntmt1,Euchromatin,Euchromatin
Ntn1,Euchromatin,Unknown
Ntpcr,Euchromatin,Unknown
Ntsr2,Euchromatin,Unknown
Nuak1,Euchromatin,Unknown
Nuak2,Euchromatin,Unknown
Nub1,Euchromatin,Unknown
Nubp2,Euchromatin,Euchromatin
Nucks1,Unknown,Unknown
Nudc,Euchromatin,Euchromatin
Nudcd2,Unknown,Unknown
Nudcd3,Euchromatin,Euchromatin
Nudt16l1,Euchromatin,Euchromatin
Nudt18,Euchromatin,Euchromatin
Nudt19,Euchromatin,Euchromatin
Nudt5,Unknown,Unknown
Nudt6,Unknown,Unknown
Nudt9,Unknown,Unknown
Nuf2,Unknown,Unknown
Nufip1,Unknown,Unknown
Numa1,Euchromatin,Unknown
Numb,Unknown,Unknown
Nup107,Unknown,Unknown
Nup133,Euchromatin,Euchromatin
Nup153,Unknown,Unknown
Nup160,Unknown,Unknown
Nup205,Unknown,Unknown
Nup210,Euchromatin,Unknown
Nup214,Euchromatin,Euchromatin
Nup50,Euchromatin,Unknown
Nup54,Unknown,Unknown
Nup58,Unknown,Unknown
Nupr1l,Euchromatin,Unknown
Nusap1,Unknown,Unknown
Nvl,Unknown,Unknown
Nxph4,Euchromatin,Euchromatin
Nyap1,Euchromatin,Euchromatin
Oaf,Euchromatin,Euchromatin
Oard1,Unknown,Unknown
Oat,Euchromatin,Unknown
Oaz1,Euchromatin,Euchromatin
Obsl1,Euchromatin,Euchromatin
Ocel1,Euchromatin,Euchromatin
Ociad1,Unknown,Unknown
Odf2,Euchromatin,Euchromatin
Odf2l,Unknown,Unknown
Oga,Unknown,Unknown
Ogdhl,Euchromatin,Unknown
Ogfod2,Euchromatin,Euchromatin
Ogfr,Euchromatin,Euchromatin
Olig1,Euchromatin,Unknown
Olig2,Euchromatin,Unknown
Oma1,Unknown,Unknown
Opn3,Unknown,Unknown
Orai2,Euchromatin,Euchromatin
Orai3,Euchromatin,Euchromatin
Orc1,Unknown,Unknown
Orc4,Heterochromatin,Heterochromatin
Orc6,Heterochromatin,Unknown
Ormdl3,Euchromatin,Euchromatin
Os9,Euchromatin,Unknown
Osbp,Unknown,Unknown
Osbpl2,Euchromatin,Unknown
Osbpl9,Unknown,Unknown
Oscp1,Euchromatin,Unknown
Osgin2,Unknown,Euchromatin
Osmr,Unknown,Unknown
Otop2,Euchromatin,Euchromatin
Otub2,Euchromatin,Euchromatin
Otud1,Unknown,Unknown
Otud4,Unknown,Unknown
Otud5,Euchromatin,Euchromatin
Otud6b,Unknown,Unknown
Otulin,Unknown,Unknown
Otulinl,Unknown,Unknown
Ovca2,Euchromatin,Euchromatin
Oxa1l,Euchromatin,Unknown
Oxsm,Unknown,Unknown
Oxsr1,Euchromatin,Unknown
P2rx2,Euchromatin,Unknown
P3h3,Euchromatin,Euchromatin
P4ha1,Unknown,Unknown
P4ha2,Euchromatin,Unknown
P4hb,Euchromatin,Euchromatin
P4htm,Euchromatin,Euchromatin
Pa2g4,Euchromatin,Euchromatin
Pabir1,Unknown,Unknown
Pabpc1,Unknown,Unknown
Pabpc4,Euchromatin,Euchromatin
Pabpc5,Unknown,Unknown
Pabpn1,Euchromatin,Unknown
Pacrgl,Unknown,Unknown
Pacsin2,Euchromatin,Euchromatin
Paf1,Euchromatin,Euchromatin
Pafah1b1,Unknown,Unknown
Paip2b,Unknown,Unknown
Pak1ip1,Unknown,Unknown
Palb2,Unknown,Unknown
Pan2,Euchromatin,Euchromatin
Pank3,Unknown,Unknown
Papola,Euchromatin,Unknown
Papolg,Unknown,Unknown
Pappa,Unknown,Unknown
Papss1,Unknown,Unknown
Pard6a,Euchromatin,Euchromatin
Pard6b,Euchromatin,Euchromatin
Park7,Euchromatin,Euchromatin
Parl,Unknown,Unknown
Parn,Unknown,Unknown
Parp2,Euchromatin,Unknown
Parp6,Unknown,Unknown
Pask,Euchromatin,Unknown
Patl1,Unknown,Unknown
Pax6,Euchromatin,Unknown
Pax7,Euchromatin,Unknown
Paxbp1,Unknown,Unknown
Pbx4,Euchromatin,Euchromatin
Pcbd2,Euchromatin,Unknown
Pcbp2,Unknown,Unknown
Pcbp3,Euchromatin,Unknown
Pccb,Unknown,Unknown
Pcdh1,Euchromatin,Unknown
Pcdh10,Unknown,Unknown
Pcdh17,Unknown,Unknown
Pcdh8,Unknown,Unknown
Pcdhac1,Unknown,Euchromatin
Pcf11,Unknown,Unknown
Pcgf1,Euchromatin,Euchromatin
Pcgf5,Unknown,Unknown
Pcid2,Euchromatin,Unknown
Pcif1,Euchromatin,Euchromatin
Pck2,Euchromatin,Unknown
Pcm1,Unknown,Unknown
Pcmtd2,Unknown,Unknown
Pcna,Unknown,Unknown
Pcnp,Unknown,Unknown
Pcnt,Euchromatin,Euchromatin
Pcnx3,Euchromatin,Euchromatin
Pcnx4,Heterochromatin,Unknown
Pcsk6,Euchromatin,Unknown
Pcsk7,Euchromatin,Euchromatin
Pctp,Unknown,Unknown
Pcx,Unknown,Unknown
Pcyox1l,Euchromatin,Unknown
Pcyt1a,Unknown,Unknown
Pdap1,Euchromatin,Euchromatin
Pdcd10,Heterochromatin,Heterochromatin
Pdcd11,Unknown,Unknown
Pdcd2l,Euchromatin,Euchromatin
Pdcd5,Euchromatin,Euchromatin
Pdcd6,Unknown,Heterochromatin
Pdcl3,Unknown,Unknown
Pde10a,Euchromatin,Euchromatin
Pde1c,Unknown,Unknown
Pde3a,Unknown,Unknown
Pde4a,Euchromatin,Euchromatin
Pde4d,Unknown,Unknown
Pde8b,Unknown,Unknown
Pdgfa,Euchromatin,Euchromatin
Pdha1,Unknown,Unknown
Pdia4,Unknown,Unknown
Pdk2,Euchromatin,Euchromatin
Pdk3,Unknown,Unknown
Pdlim2,Euchromatin,Euchromatin
Pdlim7,Euchromatin,Euchromatin
Pdp2,Unknown,Euchromatin
Pdpk1,Euchromatin,Euchromatin
Pdrg1,Euchromatin,Unknown
Pds5b,Unknown,Unknown
Pdss1,Unknown,Unknown
Pdss2,Unknown,Unknown
Pdxk,Euchromatin,Unknown
Pdxp,Euchromatin,Euchromatin
Pdzd11,Unknown,Unknown
Pdzd2,Euchromatin,Unknown
Pdzd4,Unknown,Unknown
Peak1,Unknown,Unknown
Peds1,Unknown,Unknown
Pef1,Euchromatin,Euchromatin
Peg10,Unknown,Unknown
Peg13,Euchromatin,Unknown
Peg3,Unknown,Unknown
Peli1,Unknown,Unknown
Pemt,Euchromatin,Euchromatin
Per1,Euchromatin,Euchromatin
Per2,Euchromatin,Unknown
Per3,Unknown,Unknown
Perp,Unknown,Unknown
Pet100,Euchromatin,Euchromatin
Pex10,Euchromatin,Euchromatin
Pex12,Unknown,Unknown
Pex14,Euchromatin,Euchromatin
Pex16,Euchromatin,Euchromatin
Pex26,Euchromatin,Unknown
Pex5,Unknown,Unknown
Pfas,Euchromatin,Unknown
Pfdn4,Euchromatin,Unknown
Pfkfb1,Unknown,Unknown
Pfkfb2,Unknown,Unknown
Pfkfb3,Euchromatin,Euchromatin
Pgam1,Unknown,Unknown
Pgap2,Unknown,Unknown
Pgap3,Euchromatin,Euchromatin
Pgbd1,Unknown,Unknown
Pgbd5,Euchromatin,Unknown
Pgk1,Unknown,Unknown
Pgm3,Unknown,Unknown
Pgrmc2,Unknown,Unknown
Phactr3,Euchromatin,Euchromatin
Phactr4,Unknown,Euchromatin
Phb2,Euchromatin,Euchromatin
Phf1,Euchromatin,Euchromatin
Phf12,Euchromatin,Euchromatin
Phf14,Heterochromatin,Heterochromatin
Phf21b,Euchromatin,Euchromatin
Phf23,Euchromatin,Euchromatin
Phf6,Unknown,Unknown
Phf8,Unknown,Unknown
Phgdh,Euchromatin,Unknown
Phip,Heterochromatin,Heterochromatin
Phka2,Unknown,Unknown
Phlda1,Unknown,Unknown
Phldb1,Euchromatin,Euchromatin
Phospho2,Unknown,Unknown
Phrf1,Euchromatin,Euchromatin
Phtf1os,Unknown,Heterochromatin
Pi4k2a,Euchromatin,Euchromatin
Pi4ka,Euchromatin,Unknown
Pias4,Euchromatin,Euchromatin
Pibf1,Unknown,Unknown
Pick1,Euchromatin,Euchromatin
Piga,Unknown,Unknown
Pigc,Unknown,Unknown
Pigf,Unknown,Unknown
Pigh,Euchromatin,Unknown
Pigm,Unknown,Unknown
Pigs,Euchromatin,Euchromatin
Pigt,Euchromatin,Unknown
Pigu,Euchromatin,Unknown
Pik3c3,Unknown,Unknown
Pik3ca,Unknown,Unknown
Pik3r1,Unknown,Unknown
Pik3r2,Euchromatin,Euchromatin
Pik3r3,Unknown,Unknown
Pik3r4,Unknown,Unknown
Pim1,Euchromatin,Euchromatin
Pim3,Euchromatin,Euchromatin
Pin1,Euchromatin,Euchromatin
Pip5k1a,Euchromatin,Euchromatin
Pip5k1c,Euchromatin,Euchromatin
Pisd,Unknown,Unknown
Pisd-ps1,Euchromatin,Euchromatin
Pitpnm1,Euchromatin,Euchromatin
Pitpnm2,Euchromatin,Unknown
Pitx2,Unknown,Unknown
Pitx3,Euchromatin,Unknown
Pja1,Unknown,Unknown
Pja2,Unknown,Unknown
Pkd1,Euchromatin,Euchromatin
Pkib,Heterochromatin,Heterochromatin
Pkn2,Heterochromatin,Heterochromatin
Pknox1,Euchromatin,Euchromatin
Plaa,Unknown,Unknown
Plaat5,Unknown,Unknown
Plag1,Heterochromatin,Heterochromatin
Plagl1,Unknown,Unknown
Plcb4,Unknown,Unknown
Plcxd1,Unknown,Unknown
Pld3,Euchromatin,Euchromatin
Plekha1,Unknown,Unknown
Plekha7,Euchromatin,Euchromatin
Plekhf2,Unknown,Unknown
Plekhg2,Euchromatin,Euchromatin
Plekhg4,Euchromatin,Unknown
Plekhg6,Euchromatin,Unknown
Plekhh2,Unknown,Unknown
Plekho2,Euchromatin,Euchromatin
Plk4,Heterochromatin,Heterochromatin
Plod3,Euchromatin,Euchromatin
Plpp1,Unknown,Unknown
Plpp2,Euchromatin,Euchromatin
Plpp3,Unknown,Unknown
Plppr4,Unknown,Unknown
Plrg1,Unknown,Unknown
Pls1,Unknown,Unknown
Plscr3,Euchromatin,Euchromatin
Pltp,Euchromatin,Euchromatin
Plxdc2,Unknown,Heterochromatin
Plxna1,Euchromatin,Unknown
Plxna3,Euchromatin,Unknown
Plxna4,Unknown,Unknown
Plxnb1,Euchromatin,Unknown
Plxnb2,Euchromatin,Euchromatin
Plxnd1,Euchromatin,Euchromatin
Pm20d2,Unknown,Unknown
Pmaip1,Unknown,Unknown
Pmf1,Euchromatin,Euchromatin
Pmm1,Euchromatin,Unknown
Pmp22,Euchromatin,Unknown
Pmpcb,Unknown,Euchromatin
Pnisr,Unknown,Unknown
Pnma2,Euchromatin,Unknown
Pno1,Unknown,Unknown
Pnp,Unknown,Unknown
Pnpla2,Euchromatin,Euchromatin
Pnpla6,Euchromatin,Euchromatin
Pnpla8,Unknown,Unknown
Pnpo,Euchromatin,Euchromatin
Pnpt1,Unknown,Unknown
Pnrc1,Unknown,Unknown
Podn,Unknown,Unknown
Poglut1,Unknown,Unknown
Poglut3,Unknown,Unknown
Pogz,Unknown,Unknown
Pola1,Unknown,Unknown
Pold1,Euchromatin,Euchromatin
Pold2,Euchromatin,Euchromatin
Poldip3,Euchromatin,Euchromatin
Pole2,Unknown,Euchromatin
Polg,Euchromatin,Euchromatin
Polg2,Unknown,Unknown
Poli,Unknown,Unknown
Polk,Unknown,Unknown
Polr1a,Unknown,Unknown
Polr1f,Unknown,Unknown
Polr2a,Euchromatin,Unknown
Polr2b,Unknown,Unknown
Polr2e,Euchromatin,Euchromatin
Polr2i,Euchromatin,Euchromatin
Polr2j,Euchromatin,Euchromatin
Polr3b,Unknown,Heterochromatin
Polr3d,Euchromatin,Unknown
Polr3e,Euchromatin,Euchromatin
Polr3h,Euchromatin,Euchromatin
Polr3k,Unknown,Unknown
Pomp,Euchromatin,Euchromatin
Pop5,Euchromatin,Euchromatin
Pop7,Euchromatin,Euchromatin
Por,Euchromatin,Euchromatin
Pou2f2,Euchromatin,Euchromatin
Pou3f2,Unknown,Unknown
Pou3f4,Heterochromatin,Unknown
Ppa2,Unknown,Unknown
Ppard,Euchromatin,Euchromatin
Pparg,Unknown,Heterochromatin
Ppat,Unknown,Unknown
Ppdpf,Euchromatin,Unknown
Ppfia1,Euchromatin,Unknown
Ppib,Euchromatin,Unknown
Ppih,Euchromatin,Unknown
Ppil1,Euchromatin,Euchromatin
Ppip5k2,Heterochromatin,Unknown
Ppm1a,Unknown,Unknown
Ppm1b,Unknown,Unknown
Ppm1d,Unknown,Unknown
Ppme1,Unknown,Unknown
Ppp1cb,Unknown,Unknown
Ppp1r10,Euchromatin,Euchromatin
Ppp1r14a,Euchromatin,Euchromatin
Ppp1r15b,Euchromatin,Unknown
Ppp1r1b,Euchromatin,Euchromatin
Ppp1r21,Unknown,Unknown
Ppp1r35,Euchromatin,Unknown
Ppp1r3d,Unknown,Unknown
Ppp1r3f,Euchromatin,Unknown
Ppp1r9b,Euchromatin,Euchromatin
Ppp2ca,Euchromatin,Unknown
Ppp2r1a,Heterochromatin,Unknown
Ppp2r2d,Euchromatin,Unknown
Ppp2r5a,Euchromatin,Unknown
Ppp2r5c,Euchromatin,Euchromatin
Ppp2r5e,Unknown,Unknown
Ppp3ca,Unknown,Unknown
Ppp3cb,Heterochromatin,Heterochromatin
Ppp4c,Euchromatin,Unknown
Ppp4r1l-ps,Unknown,Unknown
Ppp4r3b,Heterochromatin,Unknown
Ppp4r4,Unknown,Unknown
Ppp5c,Euchromatin,Euchromatin
Ppp6c,Unknown,Unknown
Ppp6r1,Euchromatin,Euchromatin
Ppp6r3,Euchromatin,Euchromatin
Ppwd1,Heterochromatin,Heterochromatin
Prc1,Euchromatin,Unknown
Prdm10,Unknown,Unknown
Prdm11,Euchromatin,Euchromatin
Prdm16,Euchromatin,Euchromatin
Prdm4,Unknown,Unknown
Prdm8,Unknown,Unknown
Prdm9,Unknown,Unknown
Prdx1,Unknown,Unknown
Prdx5,Euchromatin,Euchromatin
Prdx6,Unknown,Unknown
Prex1,Euchromatin,Euchromatin
Prex2,Unknown,Unknown
Prkab2,Euchromatin,Unknown
Prkaca,Euchromatin,Unknown
Prkag1,Euchromatin,Euchromatin
Prkag3,Euchromatin,Unknown
Prkar1b,Euchromatin,Euchromatin
Prkcd,Euchromatin,Euchromatin
Prkcsh,Euchromatin,Euchromatin
Prkg1,Unknown,Unknown
Prkn,Heterochromatin,Unknown
Prkra,Unknown,Unknown
Prmt1,Euchromatin,Euchromatin
Prmt3,Euchromatin,Unknown
Prmt5,Euchromatin,Euchromatin
Prmt8,Euchromatin,Unknown
Prn,Unknown,Unknown
Prob1,Unknown,Euchromatin
Prom2,Euchromatin,Unknown
Prorsd1,Unknown,Unknown
Proser3,Euchromatin,Euchromatin
Prpf19,Euchromatin,Euchromatin
Prpf38b,Unknown,Euchromatin
Prpf4,Euchromatin,Unknown
Prpf40a,Heterochromatin,Heterochromatin
Prpf4b,Unknown,Unknown
Prpf6,Euchromatin,Unknown
Prpf8,Euchromatin,Euchromatin
Prr11,Unknown,Unknown
Prr12,Euchromatin,Euchromatin
Prr14l,Unknown,Unknown
Prr16,Heterochromatin,Heterochromatin
Prrc2a,Euchromatin,Euchromatin
Prrc2b,Euchromatin,Euchromatin
Prrg1,Unknown,Unknown
Prrg3,Unknown,Unknown
Prrt1,Euchromatin,Unknown
Prrt4,Unknown,Unknown
Prtn3,Euchromatin,Euchromatin
Prxl2a,Unknown,Unknown
Psap,Euchromatin,Euchromatin
Psat1,Euchromatin,Euchromatin
Psd,Euchromatin,Euchromatin
Psd2,Euchromatin,Unknown
Psen2,Euchromatin,Unknown
Psip1,Unknown,Unknown
Psma1,Unknown,Unknown
Psma2,Unknown,Unknown
Psma3,Unknown,Unknown
Psma5,Unknown,Unknown
Psma7,Euchromatin,Euchromatin
Psmb2,Unknown,Unknown
Psmb4,Unknown,Unknown
Psmb5,Euchromatin,Euchromatin
Psmb9,Euchromatin,Unknown
Psmc3ip,Euchromatin,Euchromatin
Psmd1,Unknown,Unknown
Psmd12,Euchromatin,Euchromatin
Psmd13,Euchromatin,Euchromatin
Psmd14,Heterochromatin,Heterochromatin
Psmd3,Euchromatin,Euchromatin
Psmd5,Euchromatin,Unknown
Psmd8,Euchromatin,Euchromatin
Psme3,Euchromatin,Euchromatin
Psme3ip1,Unknown,Unknown
Psmf1,Unknown,Unknown
Psmg2,Unknown,Unknown
Pspc1,Unknown,Unknown
Psph,Euchromatin,Unknown
Pstk,Unknown,Unknown
Ptbp1,Euchromatin,Euchromatin
Ptbp2,Unknown,Heterochromatin
Ptcd3,Unknown,Unknown
Ptch1,Unknown,Unknown
Ptchd4,Heterochromatin,Heterochromatin
Pten,Unknown,Unknown
Ptger1,Euchromatin,Euchromatin
Ptgs1,Euchromatin,Unknown
Pthlh,Unknown,Unknown
Ptma,Euchromatin,Unknown
Ptms,Euchromatin,Euchromatin
Ptp4a1,Unknown,Euchromatin
Ptp4a2,Unknown,Unknown
Ptpa,Euchromatin,Euchromatin
Ptpn12,Unknown,Unknown
Ptpn2,Unknown,Unknown
Ptpn23,Euchromatin,Euchromatin
Ptpn4,Heterochromatin,Unknown
Ptpn5,Euchromatin,Unknown
Ptprd,Heterochromatin,Heterochromatin
Ptpre,Euchromatin,Unknown
Ptprs,Euchromatin,Euchromatin
Ptrh1,Euchromatin,Euchromatin
Ptrh2,Unknown,Unknown
Pts,Unknown,Unknown
Ptx3,Unknown,Unknown
Puf60,Euchromatin,Euchromatin
Pum3,Unknown,Unknown
Pwwp2a,Unknown,Unknown
Pwwp2b,Euchromatin,Unknown
Pygo2,Euchromatin,Euchromatin
Pyroxd1,Unknown,Unknown
Pyurf,Unknown,Unknown
Qdpr,Unknown,Unknown
Qki,Unknown,Unknown
Qrfprl,Unknown,Unknown
Qrich1,Unknown,Unknown
Qsox2,Euchromatin,Unknown
R3hcc1,Euchromatin,Unknown
Rab10os,Unknown,Unknown
Rab11a,Unknown,Unknown
Rab11b,Euchromatin,Unknown
Rab11fip4,Euchromatin,Unknown
Rab14,Unknown,Unknown
Rab18,Unknown,Unknown
Rab1a,Euchromatin,Unknown
Rab1b,Euchromatin,Euchromatin
Rab26,Euchromatin,Euchromatin
Rab27b,Unknown,Unknown
Rab28,Unknown,Unknown
Rab29,Unknown,Euchromatin
Rab33b,Unknown,Unknown
Rab36,Euchromatin,Euchromatin
Rab39,Unknown,Unknown
Rab39b,Unknown,Unknown
Rab3a,Euchromatin,Euchromatin
Rab3d,Euchromatin,Unknown
Rab3ip,Unknown,Unknown
Rab40c,Euchromatin,Euchromatin
Rab4a,Euchromatin,Euchromatin
Rab4b,Euchromatin,Euchromatin
Rab5a,Unknown,Unknown
Rab5b,Euchromatin,Unknown
Rab5c,Euchromatin,Euchromatin
Rab5if,Euchromatin,Unknown
Rab6a,Unknown,Unknown
Rab6b,Euchromatin,Euchromatin
Rab8a,Euchromatin,Euchromatin
Rab8b,Unknown,Unknown
Rabgap1l,Heterochromatin,Heterochromatin
Rabggta,Euchromatin,Unknown
Rabggtb,Unknown,Unknown
Rabl3,Unknown,Unknown
Rabl6,Euchromatin,Euchromatin
Rad1,Unknown,Unknown
Rad21,Unknown,Unknown
Rad23b,Unknown,Unknown
Rad51,Unknown,Unknown
Rad51ap1,Unknown,Unknown
Rad51ap2,Unknown,Euchromatin
Rad51c,Euchromatin,Unknown
Rad51d,Euchromatin,Euchromatin
Rad9a,Euchromatin,Euchromatin
Rad9b,Euchromatin,Euchromatin
Radil,Euchromatin,Euchromatin
Rae1,Euchromatin,Euchromatin
Raf1,Unknown,Unknown
Rai1,Euchromatin,Euchromatin
Rai2,Unknown,Unknown
Ralb,Euchromatin,Euchromatin
Ralbp1,Unknown,Unknown
Ralgapa2,Unknown,Unknown
Ralgapb,Unknown,Unknown
Ralgps1,Euchromatin,Unknown
Raly,Unknown,Unknown
Ranbp2,Unknown,Unknown
Ranbp3,Euchromatin,Euchromatin
Rap1gap,Euchromatin,Unknown
Rap1gap2,Euchromatin,Euchromatin
Rap2a,Unknown,Unknown
Rap2b,Heterochromatin,Heterochromatin
Rapgef6,Heterochromatin,Heterochromatin
Rarb,Unknown,Unknown
Rarg,Euchromatin,Euchromatin
Rars2,Unknown,Unknown
Rasa1,Unknown,Heterochromatin
Rasa4,Euchromatin,Euchromatin
Rasal1,Euchromatin,Euchromatin
Rasal2,Unknown,Unknown
Rasgef1b,Unknown,Unknown
Rasgef1c,Euchromatin,Unknown
Rasgrp2,Euchromatin,Euchromatin
Rasl10a,Euchromatin,Unknown
Rassf1,Euchromatin,Euchromatin
Rassf10,Unknown,Unknown
Rbak,Euchromatin,Unknown
Rbbp4,Unknown,Unknown
Rbbp6,Unknown,Unknown
Rbbp7,Unknown,Unknown
Rbck1,Euchromatin,Euchromatin
Rbfa,Unknown,Unknown
Rbm15,Heterochromatin,Unknown
Rbm15b,Unknown,Unknown
Rbm17,Unknown,Unknown
Rbm19,Euchromatin,Euchromatin
Rbm25,Unknown,Unknown
Rbm26,Unknown,Unknown
Rbm28,Unknown,Unknown
Rbm33,Unknown,Unknown
Rbm34,Unknown,Unknown
Rbm39,Unknown,Unknown
Rbm4,Unknown,Unknown
Rbm42,Euchromatin,Unknown
Rbm46,Unknown,Heterochromatin
Rbm48,Unknown,Unknown
Rbm5,Unknown,Unknown
Rbmx,Unknown,Unknown
Rbmx2,Unknown,Unknown
Rbmxl1,Unknown,Unknown
Rbpj,Euchromatin,Unknown
Rbx1,Euchromatin,Unknown
Rcan1,Euchromatin,Euchromatin
Rcbtb1,Unknown,Unknown
Rcbtb2,Unknown,Unknown
Rcc1,Euchromatin,Unknown
Rcc2,Euchromatin,Euchromatin
Rccd1,Euchromatin,Euchromatin
Rce1,Euchromatin,Euchromatin
Rcl1,Unknown,Unknown
Rcor1,Euchromatin,Euchromatin
Rdh10,Unknown,Unknown
Recql,Unknown,Unknown
Reep4,Euchromatin,Unknown
Reep5,Unknown,Unknown
Relb,Euchromatin,Euchromatin
Relch,Heterochromatin,Heterochromatin
Rer1,Euchromatin,Euchromatin
Rev1,Unknown,Unknown
Rexo2,Unknown,Unknown
Rexo4,Euchromatin,Unknown
Rfc2,Euchromatin,Euchromatin
Rfc4,Unknown,Unknown
Rfc5,Euchromatin,Euchromatin
Rfesd,Unknown,Unknown
Rfwd3,Euchromatin,Unknown
Rfx1,Euchromatin,Euchromatin
